"streetID","dateRated","dateLastOverlay","overall","crack","patch","width"
12576648,"5/14","2000",6,2,5,23
12576649,"6/15","2004",6,3,4,24
12576650,"6/15","",7,3,5,27
12576651,"6/15","",3,2,1,24
12576652,"6/15","",4,2,4,24
12576675,"5/14","2005",7,4,3,72
12576683,"4/15","1995",8,4,5,21
12576684,"6/14","",4,2,2,24
12576685,"4/15","1995",8,4,4,21
12576686,"6/14","",6,3,3,23
12576687,"6/14","1991",6,3,3,30
12576689,"6/14","1991",6,3,3,30
12576690,"6/14","1989",6,3,4,23
12576691,"6/14","1991",6,3,3,30
12576692,"4/15","1995",8,4,5,21
12576694,"6/14","",8,4,5,18
12576696,"6/14","1991",6,3,3,30
12576697,"6/14","1990",4,3,2,31
12576698,"6/14","1990",4,3,2,31
12576699,"4/15","",6,3,3,NA
12576703,"4/15","",5,3,2,23
12576704,"4/15","1995",6,3,3,22
12576705,"4/15","",8,4,5,24
12576706,"4/15","",8,4,4,24
12576707,"4/15","",6,4,2,24
12576709,"5/14","2003",7,3,5,26
12576710,"6/15","2004",8,4,4,34
12576711,"5/14","2004",8,4,3,31
12576712,"5/14","2003",6,3,3,27
12576715,"5/14","2003",7,3,5,26
12576716,"6/15","",6,3,4,26
12576717,"5/14","2004",8,4,5,31
12576718,"5/14","2005",7,4,3,30
12576719,"5/14","2005",6,4,3,30
12576720,"5/14","2005",7,4,4,30
12576721,"5/14","",4,2,2,24
12576722,"5/14","1999",6,3,3,24
12576723,"6/15","",7,3,4,24
12576724,"6/14","2002",6,3,3,24
12576725,"6/15","2002",6,3,3,30
12576726,"4/15","",6,3,3,30
12576727,"4/15","",6,4,3,28
12576728,"5/14","",6,3,4,30
12576729,"6/15","2002",6,3,3,30
12576730,"4/15","1996",6,3,4,30
12576731,"6/15","2002",5,3,2,30
12576732,"5/14","2005",7,4,4,30
12576733,"5/14","2005",7,4,4,30
12576734,"6/15","",7,4,3,24
12576735,"6/15","",6,4,2,24
12576736,"6/15","",6,4,2,29
12576737,"5/14","1999",7,4,2,25
12576738,"6/15","2002",5,3,2,24
12576739,"6/15","2002",5,3,2,24
12576740,"6/15","2002",8,4,4,24
12576741,"5/14","2001",6,3,4,40
12576742,"5/14","2001",6,3,4,40
12576743,"6/15","1987",6,3,3,27
12576744,"5/14","2003",5,2,2,24
12576745,"5/14","2003",6,3,5,24
12576746,"5/14","2004",8,4,4,31
12576747,"5/14","2001",6,3,4,40
12576748,"5/14","2001",6,3,4,40
12576749,"5/14","2001",6,3,4,40
12576750,"5/14","2001",6,3,4,40
12576751,"5/14","2001",4,2,3,20
12576752,"5/14","2003",7,3,5,24
12576753,"6/15","1985",5,2,4,27
12576754,"6/15","",7,4,4,24
12576755,"6/15","1987",5,2,4,27
12576756,"6/15","1987",4,2,3,27
12576757,"5/14","2003",6,3,3,27
12576758,"5/14","2001",4,2,4,20
12576759,"5/14","2003",6,2,4,27
12576760,"6/15","2003",5,2,4,27
12576762,"6/15","",6,4,2,24
12576763,"5/14","2001",6,3,3,40
12576764,"5/14","2000",5,2,1,22
12576765,"6/15","",4,2,2,24
12576766,"5/14","2001",6,3,3,40
12576767,"6/15","",5,3,3,24
12576768,"6/15","1991",6,3,3,27
12576769,"5/14","1999",7,3,3,25
12576770,"5/14","2001",6,3,4,40
12576772,"5/14","2001",6,3,3,40
12576773,"5/14","2001",6,3,3,40
12576774,"6/15","1990",8,4,5,30
12576788,"5/14","2004",6,3,2,35
12576789,"4/15","1998",4,3,1,24
12576790,"6/15","2002",5,2,3,30
12576791,"6/15","2002",8,4,4,30
12576792,"6/15","2002",6,4,2,30
12576793,"3/15","2008",6,2,4,30
12576794,"6/15","",5,2,2,31
12576795,"9/14","1990",7,3,4,29
12576796,"3/15","2008",6,3,5,30
12576797,"3/15","",6,3,3,28
12576798,"3/15","2002",7,4,3,30
12576799,"3/15","2002",6,3,3,30
12576800,"5/14","1996",3,2,1,25
12576801,"6/15","2002",5,3,2,27
12576802,"6/15","",6,3,3,28
12576803,"6/15","2002",8,3,5,24
12576804,"5/14","1996",3,2,1,25
12576805,"5/14","",4,2,3,24
12576806,"6/15","2000",5,3,2,28
12576807,"6/15","",4,2,2,31
12576808,"5/14","",4,3,2,24
12576809,"5/14","2001",7,4,3,30
12576810,"5/14","",4,3,2,24
12576811,"6/15","",4,2,2,30
12576812,"5/14","2001",7,4,3,30
12576813,"5/14","2001",7,4,3,30
12576814,"9/14","1990",7,3,4,32
12576815,"5/14","",6,3,4,27
12576816,"9/14","1990",7,3,4,26
12576817,"3/15","2002",5,3,2,30
12576818,"3/15","2002",5,3,2,30
12576819,"3/15","",6,4,2,27
12576820,"3/15","2002",6,4,2,25
12576821,"3/15","2002",5,3,2,30
12576822,"3/15","2002",5,2,3,30
12576823,"3/15","",8,4,3,25
12576824,"3/15","2004",7,4,3,25
12576825,"3/15","1989",5,3,3,25
12576826,"3/15","2004",8,4,3,25
12576827,"3/15","",6,3,3,28
12576828,"5/14","",5,4,2,24
12576829,"5/14","",5,3,3,24
12576830,"5/14","1991",6,4,2,24
12576831,"5/14","2011",8,4,5,27
12576832,"3/15","",5,3,2,27
12576833,"3/15","1993",4,3,1,27
12576834,"3/15","1998",5,3,2,40
12576835,"5/14","",6,3,2,24
12576836,"5/14","",5,3,1,24
12576838,"3/15","1998",5,3,2,40
12576839,"3/15","1998",5,2,3,40
12576840,"6/15","1996",5,3,2,27
12576841,"6/15","2010",8,4,5,25
12576842,"6/15","1998",5,2,3,40
12576843,"6/15","2008",7,3,4,40
12576844,"6/15","2008",5,3,3,40
12576845,"6/15","1996",3,3,1,25
12576848,"6/15","",4,2,4,27
12576853,"6/15","1998",5,2,3,40
12576854,"6/15","",3,2,1,30
12576855,"6/15","1998",5,3,3,40
12576856,"6/15","2008",6,3,4,35
12576857,"5/14","2003",9,5,5,27
12576862,"6/15","2008",6,3,4,35
12576864,"6/15","2004",6,3,4,35
12576867,"3/15","1989",6,3,3,28
12576868,"3/15","",4,2,3,25
12576870,"3/15","1998",5,3,2,40
12576871,"3/15","1990",3,2,2,25
12576872,"3/15","1998",5,3,2,40
12576873,"3/15","1998",5,3,2,40
12576874,"3/15","",4,2,2,29
12576875,"3/15","2008",7,3,5,30
12576877,"5/14","2009",8,5,4,30
12576878,"3/15","",4,2,2,29
12576881,"5/14","2005",7,4,3,25
12576882,"5/14","2009",8,4,3,30
12576883,"5/14","2009",9,5,5,30
12576884,"3/15","",5,3,2,27
12576885,"5/14","2009",9,5,5,30
12576886,"5/14","2005",6,4,3,25
12576889,"3/15","2002",5,2,4,27
12576893,"5/14","",4,2,2,24
12576894,"5/14","",4,2,2,24
12576895,"5/14","",4,2,2,24
12576896,"3/15","",4,3,1,34
12576897,"3/15","",4,3,1,34
12576899,"5/14","1985",5,2,3,24
12576900,"3/15","2002",4,2,2,25
12576905,"5/14","2005",7,4,4,85
12576908,"5/14","2005",7,4,4,85
12576909,"5/14","2005",7,4,4,35
12576910,"5/14","2004",6,3,4,35
12576911,"5/14","",6,3,2,26
12576912,"5/14","",5,3,2,26
12576914,"5/14","",6,3,2,26
12576915,"6/15","",5,2,4,27
12576916,"5/14","",5,3,3,26
12576917,"3/15","1989",7,4,4,28
12576918,"3/15","1989",6,3,4,26
12576919,"3/15","1989",6,3,4,26
12576920,"5/14","1992",4,2,3,NA
12576926,"5/14","1992",3,3,1,NA
12576927,"5/14","1992",4,2,2,22
12576928,"3/15","2002",5,3,5,25
12576929,"3/15","1994",6,3,3,19
12576930,"3/15","2002",8,4,5,25
12576931,"3/15","1994",6,2,4,19
12576932,"5/14","1987",6,3,4,24
12576934,"3/15","1994",5,3,2,19
12576935,"4/15","1998",6,2,4,28
12576950,"3/15","2004",5,3,3,28
12576951,"3/15","2004",5,3,3,28
12576952,"6/15","2006",7,4,4,27
12576953,"3/15","2004",6,3,4,28
12576954,"5/14","",5,3,4,25
12576955,"3/15","2004",6,3,4,28
12576956,"5/14","1989",5,2,3,26
12576957,"5/14","",5,3,2,NA
12576958,"5/14","",6,3,4,NA
12576959,"5/14","",5,3,3,NA
12576960,"3/15","1998",7,4,2,29
12576961,"5/14","1994",5,2,5,26
12576962,"3/15","2004",6,3,5,25
12576963,"3/15","1998",7,4,2,29
12576964,"3/15","2004",6,3,4,23
12576966,"5/14","1998",5,2,4,23
12576967,"5/14","1998",5,2,4,23
12576968,"3/15","",4,3,1,34
12576969,"5/14","1998",5,2,4,23
12576970,"5/14","1998",3,2,2,20
12576971,"5/14","1998",3,2,2,20
12576972,"5/14","1989",6,4,1,28
12576976,"5/15","2006",8,4,5,24
12576977,"5/14","1989",6,4,1,28
12576978,"5/14","1989",6,3,4,28
12576979,"3/15","2002",7,3,3,16
12576980,"5/14","1989",6,3,4,28
12576981,"5/14","1989",5,2,5,28
12576982,"3/15","1998",6,4,2,36
12576983,"5/14","",5,3,2,19
12576984,"5/15","2006",8,4,5,24
12576985,"5/14","",5,3,2,19
12576986,"3/15","1987",4,2,2,36
12576987,"5/14","",6,3,3,25
12576988,"3/15","2002",8,4,5,25
12576989,"3/15","2002",6,3,4,26
12576990,"5/14","",7,3,5,25
12576991,"3/15","2002",7,4,3,24
12576992,"3/15","2004",5,3,2,23
12576993,"3/15","1989",6,3,4,25
12576995,"3/15","2004",6,3,5,27
12577016,"5/14","1999",6,4,3,36
12577017,"5/14","1999",6,4,3,36
12577020,"5/14","1999",6,4,3,36
12577025,"5/14","1999",5,3,2,36
12577027,"3/15","1998",5,3,2,30
12577028,"3/15","1998",5,3,2,30
12577029,"5/14","",5,3,4,16
12577133,"5/14","1998",6,3,3,36
12577136,"3/15","2002",6,3,5,26
12577137,"5/14","1998",6,4,3,36
12577140,"3/15","1998",8,5,4,36
12577141,"5/14","",6,4,2,26
12577142,"5/14","",3,2,1,0
12577144,"3/15","1998",7,3,4,26
12577145,"5/14","",6,3,4,26
12577146,"5/14","",3,2,1,0
12577148,"3/15","1998",7,3,4,24
12577149,"11/13","2013",10,5,5,29
12577220,"3/15","1996",6,3,3,30
12577221,"3/15","1996",3,3,1,28
12577222,"3/15","1996",6,4,3,30
12577223,"3/15","",5,3,1,28
12577224,"3/15","",5,3,1,28
12577225,"3/15","1996",4,3,1,28
12577226,"3/15","1996",5,3,2,30
12577227,"4/15","1996",4,3,2,28
12577228,"4/15","2002",5,4,2,27
12577229,"5/14","2005",8,4,5,27
12577230,"3/15","2002",6,3,3,27
12577231,"3/15","2002",6,4,2,27
12577232,"3/15","2002",5,3,2,27
12577233,"6/14","2001",6,4,2,25
12577234,"3/15","2004",7,4,3,25
12577235,"3/15","1996",4,3,1,28
12577236,"3/15","1998",6,3,3,40
12577237,"3/15","2004",7,4,3,25
12577239,"3/15","2004",7,5,3,36
12577240,"3/15","1998",5,2,3,40
12577241,"3/15","1998",5,2,3,40
12577242,"5/14","1993",3,2,1,12
12577243,"5/14","2005",8,4,4,27
12577244,"3/15","1998",5,2,3,40
12577245,"4/15","2002",3,2,2,28
12577246,"4/15","1998",5,4,2,40
12577247,"5/14","1991",5,3,2,25
12577248,"5/14","1991",5,3,2,25
12577249,"9/14","2012",9,5,5,32
12577250,"5/14","1991",4,3,1,33
12577251,"9/14","2012",9,5,5,32
12577252,"5/14","1996",4,2,2,30
12577253,"3/15","2002",5,3,2,27
12577254,"4/15","2002",6,4,3,27
12577255,"5/14","1996",4,2,1,30
12577256,"5/14","2005",7,4,4,30
12577258,"4/15","2002",5,3,2,40
12577260,"4/15","2002",5,2,3,40
12577261,"4/15","2002",6,3,3,40
12577262,"4/15","2002",5,3,1,40
12577263,"4/15","",4,3,2,32
12577264,"9/14","2012",9,5,5,32
12577265,"4/15","1993",4,3,1,24
12577266,"9/14","2012",9,5,5,32
12577267,"","",7,4,4,NA
12577268,"4/15","2012",8,4,4,32
12577269,"4/15","",5,3,2,32
12577270,"4/15","",5,3,2,32
12577271,"4/15","1998",5,3,2,35
12577272,"3/15","1992",5,3,2,27
12577273,"3/15","2004",7,5,3,36
12577274,"5/14","2009",8,5,4,30
12577275,"3/15","",5,3,3,27
12577276,"9/14","2012",9,5,2,32
12577277,"3/15","1989",3,2,1,27
12577278,"3/15","1987",6,3,3,36
12577279,"3/15","1989",3,2,1,27
12577280,"3/15","1998",7,4,3,27
12577281,"3/15","",5,3,3,27
12577283,"5/14","",6,3,3,25
12577285,"3/15","",7,3,4,30
12577286,"3/15","",7,3,4,30
12577287,"3/15","1998",7,4,3,27
12577288,"3/15","",6,3,4,27
12577291,"3/15","1990",7,3,4,36
12577293,"9/14","2012",9,5,5,32
12577294,"5/14","1997",7,4,3,27
12577295,"3/15","1998",5,4,2,27
12577296,"5/14","2002",5,3,4,18
12577297,"4/15","2002",5,3,4,18
12577298,"3/15","1998",5,4,2,27
12577299,"3/15","1998",6,4,3,27
12577300,"5/14","2005",7,3,5,27
12577304,"5/14","2005",6,3,5,24
12577307,"5/14","",5,3,2,22
12577311,"3/15","1990",7,3,4,36
12577312,"5/14","1985",5,2,3,24
12577313,"3/15","",5,3,5,20
12577315,"3/15","1990",7,3,4,36
12577316,"3/15","1997",7,4,3,25
12577318,"3/15","1990",7,3,4,36
12577319,"3/15","1990",6,3,3,36
12577320,"5/14","1997",6,4,3,27
12577321,"4/15","",3,2,4,24
12577322,"3/15","1998",6,4,3,27
12577324,"4/15","1998",6,4,2,27
12577329,"4/15","1981",6,3,3,35
12577330,"4/15","",5,4,2,32
12577333,"5/14","",2,1,1,27
12577340,"4/15","2002",5,3,2,56
12577342,"5/14","1986",4,2,2,30
12577343,"5/14","1986",7,3,4,30
12577344,"4/15","2002",6,3,3,56
12577345,"5/14","",6,4,2,NA
12577347,"5/14","2001",5,3,3,30
12577348,"4/15","1987",5,4,1,32
12577351,"4/15","1981",3,2,1,35
12577353,"4/15","1987",5,4,1,32
12577354,"5/14","",5,4,2,36
12577357,"4/15","1987",5,4,2,40
12577360,"5/14","1993",4,3,2,36
12577362,"4/15","1993",3,2,2,35
12577364,"5/14","1981",3,2,1,20
12577365,"5/14","",3,2,2,30
12577367,"4/15","2002",5,2,3,56
12577368,"9/14","2006",8,5,4,30
12577369,"4/15","2002",6,4,2,56
12577370,"9/14","2006",8,5,4,30
12577376,"10/13","2013",10,5,5,NA
12577377,"4/14","1997",5,3,2,56
12577378,"4/14","1997",5,3,2,56
12577379,"5/14","2000",7,4,3,27
12577381,"4/15","",7,3,4,33
12577382,"4/15","",7,3,4,33
12577383,"5/14","2001",6,3,3,30
12577384,"4/14","",5,2,3,NA
12577386,"4/14","2000",6,3,3,27
12577387,"4/15","",6,3,3,33
12577388,"4/14","",3,2,1,27
12577390,"5/14","1993",2,1,1,30
12577391,"4/15","1993",3,2,2,35
12577394,"4/15","1993",3,3,1,35
12577395,"5/14","2001",5,3,2,29
12577397,"5/14","1993",3,2,1,30
12577398,"4/15","1987",5,3,2,40
12577399,"4/15","",5,3,1,45
12577401,"4/14","2000",6,3,3,27
12577402,"4/15","1993",4,3,2,34
12577403,"4/14","2000",8,4,5,27
12577409,"4/15","",3,2,1,30
12577410,"4/14","2004",8,4,2,34
12577411,"4/14","",3,2,2,30
12577413,"4/15","1998",5,3,2,30
12577414,"4/15","1998",5,3,2,22
12577425,"4/15","1998",4,2,2,30
12577427,"5/14","",6,3,3,31
12577429,"2/13","1998",6,3,3,27
12577430,"4/14","1992",3,1,2,36
12577431,"4/14","1993",3,2,2,27
12577432,"2/13","1998",6,3,3,27
12577433,"4/14","1992",6,3,3,36
12577434,"4/14","",5,3,3,30
12577436,"4/14","",6,3,4,30
12577437,"4/14","",5,3,3,30
12577440,"4/14","1993",8,4,5,27
12577441,"4/14","",4,1,3,27
12577443,"4/14","",4,2,3,27
12577444,"4/14","1992",6,3,3,36
12577445,"4/14","1993",3,2,3,27
12577446,"4/14","",3,2,2,35
12577447,"4/15","1998",4,2,2,30
12577448,"4/15","1998",5,3,2,30
12577449,"5/14","",3,2,4,29
12577453,"5/14","1993",5,3,3,30
12577463,"4/14","",6,3,4,30
12577464,"4/14","",4,2,3,29
12577465,"4/14","",4,2,2,29
12577466,"4/15","1998",5,3,2,30
12577467,"4/14","2000",7,4,2,27
12577468,"4/15","1998",5,3,3,30
12577470,"4/14","",4,2,2,27
12577473,"4/14","",3,2,2,30
12577474,"4/14","",6,3,3,30
12577477,"4/14","",4,2,2,27
12577483,"5/15","2004",7,2,4,30
12577488,"5/15","2004",7,2,4,30
12577489,"4/14","",4,2,2,29
12577490,"4/14","",4,2,2,35
12577491,"11/93","",NA,NA,0,32
12577493,"5/14","2007",8,5,4,18
12577494,"3/15","1987",5,3,2,36
12577495,"3/15","1987",5,4,2,36
12577497,"5/14","1994",6,3,4,24
12577498,"3/15","2004",4,2,3,24
12577499,"3/15","",4,3,2,24
12577500,"5/14","1994",5,3,4,18
12577509,"5/14","2001",5,3,2,36
12577510,"5/15","2007",7,4,3,24
12577512,"5/14","2006",8,4,5,27
12577513,"5/14","2006",8,4,5,29
12577514,"5/14","1986",6,3,3,36
12577516,"3/15","",6,3,4,40
12577517,"3/15","1998",5,3,2,30
12577518,"3/15","",5,3,2,40
12577519,"3/15","1998",4,2,3,30
12577520,"5/14","",8,3,5,27
12577521,"5/14","",8,4,5,27
12577522,"5/14","1986",6,3,3,36
12577523,"5/14","1986",6,3,4,36
12577524,"5/14","",8,4,5,27
12577525,"5/14","2006",8,4,5,29
12577526,"5/14","1986",6,3,4,36
12577527,"5/14","",6,3,5,21
12577528,"5/14","",6,3,4,28
12577529,"5/14","",6,3,5,21
12577531,"5/15","2000",5,2,3,32
12577532,"3/15","2004",5,2,4,36
12577533,"5/15","2000",5,2,3,32
12577534,"5/15","2000",4,2,3,32
12577535,"4/14","2001",7,3,4,25
12577536,"3/15","2005",7,3,3,27
12577537,"4/14","1992",4,2,2,27
12577538,"4/14","2001",7,3,4,25
12577539,"4/14","2001",7,3,4,24
12577540,"5/14","1986",6,3,3,36
12577541,"3/15","2004",6,2,4,36
12577542,"3/15","2004",6,2,4,36
12577543,"3/15","2004",6,2,4,36
12577544,"5/14","1998",6,2,4,30
12577545,"5/14","",5,3,2,28
12577546,"3/15","2004",6,3,4,36
12577547,"4/14","",5,3,3,30
12577548,"4/14","",6,2,4,24
12577549,"5/15","1998",5,3,2,30
12577550,"5/15","1998",5,3,3,30
12577551,"4/14","",5,3,2,28
12577552,"5/14","",5,2,2,24
12577553,"4/14","",6,3,3,24
12577554,"5/15","1998",5,3,2,30
12577555,"4/14","",6,3,3,24
12577556,"4/14","1997",5,3,3,25
12577557,"5/14","2001",5,3,2,36
12577558,"4/14","2001",5,3,2,36
12577559,"4/14","2005",8,4,5,30
12577560,"5/15","2000",7,3,4,32
12577561,"12/96","1988",7,4,4,39
12577562,"4/14","1981",1,1,1,28
12577563,"4/14","2004",7,4,4,28
12577564,"5/15","1987",6,3,3,39
12577565,"5/15","1987",6,3,3,39
12577566,"5/15","2004",5,3,3,39
12577567,"","",NA,NA,NA,30
12577568,"11/93","",NA,NA,0,30
12577570,"4/14","",6,3,3,42
12577571,"4/14","",4,2,2,42
12577572,"11/93","",NA,NA,0,30
12577576,"4/14","",4,2,2,42
12577577,"5/15","2008",5,2,3,28
12577578,"4/14","",4,2,2,34
12577579,"11/95","",NA,NA,NA,34
12577580,"5/15","",6,3,3,42
12577581,"4/14","2004",7,4,4,28
12577582,"4/14","2001",4,2,3,24
12577583,"4/14","2004",6,3,3,28
12577584,"","",NA,NA,NA,NA
12577585,"5/15","",6,3,3,42
12577586,"5/15","",5,2,3,30
12577587,"5/15","1998",5,3,3,30
12577588,"2/13","",4,2,2,30
12577589,"4/14","2004",6,3,3,28
12577590,"4/14","2004",7,3,5,28
12577591,"5/15","",4,2,1,30
12577592,"4/14","2004",7,3,4,28
12577593,"4/14","1998",4,2,2,24
12577594,"4/14","2005",8,4,5,30
12577595,"4/14","2005",8,4,4,30
12577596,"4/14","1992",4,3,2,27
12577597,"4/14","2005",8,4,5,30
12577598,"4/14","2005",8,4,5,30
12577599,"4/14","2005",7,4,3,24
12577600,"9/14","2012",8,4,4,24
12577601,"5/15","2004",4,2,3,39
12577602,"4/14","1992",3,2,1,27
12577603,"5/15","2004",5,3,2,39
12577604,"5/15","2004",6,3,4,39
12577605,"4/14","",3,2,2,30
12577606,"5/15","1998",5,3,2,30
12577608,"4/14","",3,2,2,30
12577609,"4/14","1997",5,2,3,25
12577610,"4/14","",5,2,3,30
12577611,"5/15","2004",5,3,2,39
12577612,"4/14","1998",4,2,4,24
12577613,"5/15","2004",5,3,2,39
12577614,"4/14","2005",7,4,3,24
12577615,"4/14","2001",4,3,2,24
12577616,"5/15","1990",3,1,2,24
12577617,"4/14","2001",3,2,2,24
12577618,"4/14","1998",4,2,2,27
12577621,"4/14","2001",4,2,3,24
12577623,"4/14","2005",8,4,4,30
12577624,"4/14","",4,3,1,24
12577625,"4/14","2005",8,4,4,30
12577626,"5/15","2000",5,3,2,24
12577627,"4/14","1987",5,3,2,24
12577628,"4/14","1987",5,3,2,24
12577629,"5/15","2000",5,3,3,24
12577630,"6/15","2000",5,3,2,25
12577631,"5/15","2000",6,3,3,24
12577632,"6/15","2000",6,3,3,25
12577633,"6/15","2000",6,3,3,25
12577634,"6/15","2002",8,3,5,25
12577635,"4/15","1997",6,4,3,27
12577636,"6/15","1994",6,4,2,NA
12577637,"6/15","1994",6,4,2,NA
12577638,"6/15","2002",7,4,3,25
12577639,"6/15","1994",6,3,3,24
12577640,"9/14","2014",10,5,5,34
12577641,"6/15","1994",6,3,3,24
12577642,"4/14","1997",5,2,3,56
12577643,"4/14","1988",4,3,2,38
12577644,"6/15","2015",10,5,5,64
12577645,"6/15","2015",10,5,5,64
12577646,"4/15","2002",9,5,5,30
12577647,"6/15","2015",10,5,5,64
12577648,"6/15","2015",10,5,5,64
12577649,"4/14","1997",6,4,3,56
12577650,"4/14","2000",4,2,3,38
12577651,"4/15","1992",6,3,3,28
12577652,"6/15","2014",9,5,5,46
12577653,"4/15","",5,3,3,40
12577654,"6/15","2014",9,5,5,46
12577655,"4/14","1988",5,2,3,38
12577656,"4/14","",5,3,3,45
12577657,"6/15","2014",9,5,5,46
12577658,"6/15","2014",9,5,5,46
12577659,"4/14","",7,4,4,45
12577660,"4/15","",5,3,1,45
12577661,"6/15","2015",10,5,5,64
12577666,"4/14","2004",8,4,2,34
12577667,"6/15","2015",10,5,5,64
12577670,"6/15","2015",10,5,5,64
12577671,"4/14","1992",5,3,3,45
12577672,"4/14","1983",4,4,1,45
12577673,"6/15","2014",9,5,5,46
12577674,"4/14","2005",7,3,4,34
12577675,"6/15","2014",9,5,5,46
12577678,"4/14","1988",5,3,3,38
12577680,"4/14","",5,3,2,48
12577681,"4/15","",6,2,4,33
12577682,"4/14","2009",8,4,5,48
12577683,"4/14","2003",6,2,4,45
12577685,"4/14","2003",6,2,4,45
12577688,"4/14","1988",6,3,3,38
12577689,"6/15","2015",10,5,5,38
12577690,"6/15","2015",10,5,5,38
12577692,"6/15","2015",10,5,5,36
12577693,"4/14","1988",4,3,2,38
12577694,"4/14","2011",8,4,5,38
12577695,"4/14","2003",5,3,3,40
12577696,"4/14","",5,4,2,30
12577697,"6/15","2014",10,5,5,36
12577700,"4/14","2005",7,3,4,34
12577702,"4/14","2003",5,3,3,45
12577703,"4/14","2003",5,3,5,29
12577704,"4/14","2005",6,3,3,42
12577705,"4/14","2003",5,3,3,45
12577706,"4/14","2003",5,2,4,45
12577707,"6/15","2014",10,5,5,34
12577708,"6/14","",2,2,2,20
12577709,"4/14","2005",7,3,4,34
12577710,"4/14","2005",6,3,3,42
12577711,"4/14","",4,2,4,30
12577712,"4/14","1992",4,3,1,60
12577713,"4/14","1992",4,3,2,60
12577714,"4/14","2003",7,3,4,36
12577715,"4/14","",4,2,3,30
12577717,"4/14","",4,3,2,27
12577724,"6/15","2015",10,5,5,64
12577725,"6/15","2015",10,5,5,64
12577726,"6/15","2015",10,5,5,30
12577731,"4/14","",4,3,2,27
12577732,"4/14","",4,3,2,27
12577738,"6/15","2015",10,5,5,30
12577739,"4/14","1993",7,4,3,54
12577747,"4/14","",6,3,3,36
12577749,"4/14","2011",9,5,5,46
12577750,"4/14","",5,3,2,35
12577751,"6/15","2015",10,5,5,30
12577753,"6/15","2015",10,5,5,30
12577754,"4/14","",5,3,2,36
12577755,"4/14","1998",6,3,3,30
12577756,"4/14","",4,3,1,36
12577759,"4/14","2002",5,2,2,35
12577761,"4/14","2011",9,5,5,46
12577762,"4/14","2011",9,5,5,46
12577763,"5/15","2004",7,4,5,35
12577764,"4/14","",5,3,2,36
12577765,"4/14","",5,3,2,30
12577766,"4/14","",5,3,3,36
12577770,"5/15","1993",6,4,2,54
12577772,"5/15","1993",6,4,3,54
12577775,"5/15","1993",6,4,2,54
12577776,"4/14","1993",6,3,3,54
12577778,"4/14","",3,2,2,30
12577779,"4/14","2005",6,3,3,71
12577781,"5/15","2004",6,3,3,37
12577782,"4/14","2005",7,3,4,42
12577787,"4/14","1993",6,3,3,54
12577789,"4/14","2003",8,4,4,36
12577797,"4/14","1993",4,3,2,54
12577798,"4/14","2005",6,3,3,71
12577799,"5/15","2004",6,3,3,37
12577801,"5/15","2004",6,3,3,37
12577802,"4/14","2002",6,3,3,36
12577803,"5/15","2004",6,3,3,37
12577804,"5/15","2004",6,3,2,37
12577806,"5/15","2004",7,4,5,40
12577807,"4/14","2005",9,5,5,62
12577808,"5/15","2004",7,4,5,40
12577809,"4/14","2005",9,5,5,62
12577810,"4/14","",3,2,2,30
12577811,"4/14","",5,3,2,36
12577812,"4/14","2005",9,5,5,56
12577813,"4/14","2005",9,5,5,62
12577814,"4/14","2003",6,3,3,25
12577815,"5/15","2004",7,3,5,40
12577816,"5/15","2004",7,3,5,40
12577817,"4/14","2002",5,2,3,36
12577819,"4/14","2004",7,4,4,36
12577820,"4/14","2002",6,3,3,36
12577821,"4/14","2004",6,3,4,36
12577822,"4/15","",5,2,3,38
12577823,"4/15","",5,2,3,38
12577825,"4/15","1992",4,2,2,38
12577826,"4/14","2001",6,3,3,NA
12577827,"4/14","2001",6,3,3,NA
12577829,"4/14","",NA,NA,6,34
12577830,"4/14","",NA,NA,6,34
12577831,"BRICK","",NA,NA,NA,56
12577832,"4/14","2001",6,3,3,NA
12577833,"4/14","1992",7,3,4,34
12577834,"4/14","",7,3,4,42
12577835,"4/15","",5,3,4,56
12577836,"4/15","1992",4,2,2,38
12577837,"4/14","",4,3,2,46
12577838,"5/15","1994",5,3,2,38
12577839,"6/14","",6,3,2,16
12577840,"4/14","",9,5,5,34
12577841,"4/14","",4,3,2,46
12577842,"4/14","",9,5,5,34
12577843,"4/14","",5,3,2,56
12577844,"4/15","",6,3,3,54
12577845,"4/14","1989",5,3,2,60
12577846,"4/15","2000",7,3,5,40
12577847,"4/14","",7,3,4,42
12577850,"4/14","2003",7,4,4,40
12577851,"4/14","1989",6,4,2,60
12577854,"4/14","2003",6,4,3,40
12577858,"4/15","2001",5,2,3,56
12577870,"4/15","1990",5,2,4,40
12577872,"4/15","1991",8,4,5,60
12577873,"4/15","1991",8,4,5,60
12577876,"4/14","2003",5,3,3,45
12577877,"5/15","2007",8,4,4,38
12577878,"4/14","2003",5,3,3,45
12577879,"4/14","2011",6,3,3,60
12577880,"4/14","2002",5,3,3,34
12577881,"4/14","",5,4,2,56
12577884,"4/14","1992",4,3,2,60
12577885,"4/14","1992",5,3,2,60
12577886,"5/15","",5,2,3,47
12577890,"4/14","",5,3,3,30
12577891,"4/14","1992",5,3,2,60
12577892,"4/14","2002",5,3,3,34
12577894,"4/14","",4,3,1,56
12577895,"4/15","1990",7,3,4,35
12577908,"4/14","",4,3,3,30
12577916,"4/15","",7,4,4,16
12577920,"4/14","2004",6,3,3,34
